Age,Annual Income,Gender,Home Owner,Marital Status,Monthly Billed Amount,Uses Voice Service
62,208239,Male,Yes,Single,91,No
62,208239,Male,Yes,Single,91,No
46,210210,Male,No,Single,84,No
46,210210,Male,No,Single,84,No
44,155252,Male,Yes,Single,113,No
44,155252,Male,Yes,Single,113,No
44,155252,Male,Yes,Single,113,No
42,100295,Female,Yes,Married,22,No
42,100295,Female,Yes,Married,22,No
40,45337,Female,Yes,Single,51,No
40,45337,Female,Yes,Single,51,No
38,240380,Male,Yes,Married,81,No
38,240380,Male,Yes,Married,81,No
22,242351,Female,Yes,Single,73,No
22,242351,Female,Yes,Single,73,No
22,242351,Female,Yes,Single,73,No
20,187393,Male,No,Married,102,No
20,187393,Male,No,Married,102,No
18,132436,Male,Yes,Single,11,No
18,132436,Male,Yes,Single,11,No
15,77479,Female,Yes,Married,41,Yes
15,77479,Female,Yes,Married,41,Yes
15,77479,Female,Yes,Married,41,Yes
67,79450,Male,Yes,Single,33,No
67,79450,Male,Yes,Single,33,No
65,24492,Female,Yes,Married,62,No
65,24492,Female,Yes,Married,62,No
63,219535,Female,Yes,Single,92,No
63,219535,Female,Yes,Single,92,No
61,164577,Female,No,Married,1,No
61,164577,Female,No,Married,1,No
31,53677,Male,Yes,Married,63,Yes
31,53677,Male,Yes,Married,63,Yes
31,53677,Male,Yes,Married,63,Yes
43,111591,Female,Yes,Married,22,No
43,111591,Female,Yes,Married,22,No
41,56633,Male,Yes,Single,52,No
41,56633,Male,Yes,Single,52,No
39,1676,Male,Yes,Married,81,No
39,1676,Male,Yes,Married,81,No
76,140776,Female,Yes,Married,23,No
76,140776,Female,Yes,Married,23,No
74,85818,Male,No,Single,52,No
74,85818,Male,No,Single,52,No
16,88775,Female,Yes,Married,41,No
16,88775,Female,Yes,Married,41,No
54,227874,Male,Yes,Married,103,No
54,227874,Male,Yes,Married,103,No
52,172917,Female,Yes,Single,12,No
52,172917,Female,Yes,Single,12,No
50,117959,Female,Yes,Married,41,No
50,117959,Female,Yes,Married,41,No
60,120916,Male,No,Married,30,No
60,120916,Male,No,Married,30,No
29,10016,Female,Yes,Single,92,No
29,10016,Female,Yes,Single,92,No
27,205058,Male,Yes,Married,1,No
27,205058,Male,Yes,Married,1,No
27,205058,Male,Yes,Married,1,No
25,150101,Male,Yes,Married,30,No
25,150101,Male,Yes,Married,30,No
37,208015,Female,No,Married,110,No
37,208015,Female,No,Married,110,No
75,97114,Male,Yes,Single,52,No
75,97114,Male,Yes,Single,52,No
73,42157,Female,No,Single,81,No
73,42157,Female,No,Single,81,No
71,237199,Female,Yes,Married,111,No
71,237199,Female,Yes,Married,111,No
68,182242,Male,Yes,Single,20,No
68,182242,Male,Yes,Single,20,No
68,182242,Male,Yes,Single,20,No
53,184213,Female,Yes,Married,12,No
53,184213,Female,Yes,Married,12,No
50,129256,Male,No,Single,41,Yes
50,129256,Male,No,Single,41,Yes
48,74298,Male,Yes,Married,71,No
48,74298,Male,Yes,Married,71,No
48,74298,Male,Yes,Married,71,No
30,21312,Male,Yes,Married,92,No
30,21312,Male,Yes,Married,92,No
28,216354,Female,Yes,Single,1,No
28,216354,Female,Yes,Single,1,No
26,161397,Female,Yes,Married,31,No
26,161397,Female,Yes,Married,31,No
24,106439,Female,No,Single,60,No
24,106439,Female,No,Single,60,No
76,108410,Female,No,Married,52,No
76,108410,Female,No,Married,52,No
74,53453,Female,Yes,Single,82,No
74,53453,Female,Yes,Single,82,No
72,248496,Male,Yes,Married,111,No
72,248496,Male,Yes,Married,111,No
69,193538,Male,Yes,Single,20,No
69,193538,Male,Yes,Single,20,No
67,138581,Female,Yes,Married,49,Yes
67,138581,Female,Yes,Married,49,Yes
51,140552,Male,Yes,Single,42,No
51,140552,Male,Yes,Single,42,No
49,85594,Female,No,Married,71,No
49,85594,Female,No,Married,71,No
47,30637,Female,Yes,Single,100,No
47,30637,Female,Yes,Single,100,No
45,225679,Male,Yes,Married,9,No
45,225679,Male,Yes,Married,9,No
29,227650,Female,Yes,Single,2,No
29,227650,Female,Yes,Single,2,No
29,227650,Female,Yes,Single,2,No
27,172693,Male,Yes,Married,31,No
27,172693,Male,Yes,Married,31,No
25,117735,Male,Yes,Single,60,No
25,117735,Male,Yes,Single,60,No
22,62778,Male,No,Married,89,No
22,62778,Male,No,Married,89,No
60,201878,Female,Yes,Married,31,No
60,201878,Female,Yes,Married,31,No
60,201878,Female,Yes,Married,31,No
72,9792,Male,Yes,Married,111,No
72,9792,Male,Yes,Married,111,No
72,9792,Male,Yes,Married,111,No
70,204834,Female,Yes,Single,20,No
70,204834,Female,Yes,Single,20,No
68,149877,Female,Yes,Single,49,No
68,149877,Female,Yes,Single,49,No
38,38976,Male,Yes,Married,111,No
38,38976,Male,Yes,Married,111,No
48,41933,Male,Yes,Single,100,No
48,41933,Male,Yes,Single,100,No
46,236975,Male,Yes,Single,9,No
46,236975,Male,Yes,Single,9,No
13,71118,Male,No,Married,101,No
13,71118,Male,No,Married,101,No
79,16160,Male,Yes,Single,10,No
79,16160,Male,Yes,Single,10,No
79,16160,Male,Yes,Single,10,No
61,213174,Male,Yes,Single,31,No
61,213174,Male,Yes,Single,31,No
59,158216,Male,Yes,Married,61,No
59,158216,Male,Yes,Married,61,No
57,103259,Female,Yes,Single,90,No
57,103259,Female,Yes,Single,90,No
54,48301,Female,No,Married,119,No
54,48301,Female,No,Married,119,No
36,245315,Female,Yes,Married,21,No
36,245315,Female,Yes,Married,21,No
34,190358,Male,Yes,Single,50,Yes
34,190358,Male,Yes,Single,50,Yes
32,135400,Male,Yes,Married,79,No
32,135400,Male,Yes,Married,79,No
16,137371,Male,Yes,Single,71,No
16,137371,Male,Yes,Single,71,No
14,82414,Male,Yes,Married,101,No
14,82414,Male,Yes,Married,101,No
12,27456,Female,No,Single,10,No
12,27456,Female,No,Single,10,No
78,222499,Female,Yes,Married,39,No
78,222499,Female,Yes,Married,39,No
76,167541,Female,Yes,Single,68,No
76,167541,Female,Yes,Single,68,No
60,169512,Female,Yes,Married,61,No
60,169512,Female,Yes,Married,61,No
58,114555,Female,Yes,Single,90,No
58,114555,Female,Yes,Single,90,No
55,59598,Male,Yes,Married,119,No
55,59598,Male,Yes,Married,119,No
55,59598,Male,Yes,Married,119,No
53,4640,Male,No,Single,28,No
53,4640,Male,No,Single,28,No
37,6611,Male,Yes,Married,21,No
37,6611,Male,Yes,Married,21,No
35,201654,Male,Yes,Single,50,No
35,201654,Male,Yes,Single,50,No
35,201654,Male,Yes,Single,50,No
33,146696,Female,Yes,Married,79,No
33,146696,Female,Yes,Married,79,No
31,91739,Female,Yes,Single,108,No
31,91739,Female,Yes,Single,108,No
15,93710,Female,No,Married,101,No
15,93710,Female,No,Married,101,No
13,38752,Female,Yes,Single,10,No
13,38752,Female,Yes,Single,10,No
79,233795,Male,Yes,Married,39,No
79,233795,Male,Yes,Married,39,No
77,178838,Male,Yes,Single,68,No
46,67937,Female,Yes,Single,10,No
46,67937,Female,Yes,Single,10,No
58,125851,Male,Yes,Single,90,No
58,125851,Male,Yes,Single,90,No
56,70894,Female,No,Single,119,No
56,70894,Female,No,Single,119,No
54,15936,Female,Yes,Married,28,Yes
54,15936,Female,Yes,Married,28,Yes
54,15936,Female,Yes,Married,28,Yes
24,155036,Male,Yes,Single,90,No
24,155036,Male,Yes,Single,90,No
22,100078,Male,Yes,Single,0,No
22,100078,Male,Yes,Single,0,No
34,157992,Female,Yes,Single,79,Yes
34,157992,Female,Yes,Single,79,Yes
32,103035,Male,Yes,Married,108,No
32,103035,Male,Yes,Married,108,No
69,242135,Female,No,Married,51,Yes
69,242135,Female,No,Married,51,Yes
67,187177,Female,Yes,Single,80,No
67,187177,Female,Yes,Single,80,No
65,132220,Male,Yes,Married,109,No
65,132220,Male,Yes,Married,109,No
77,190134,Female,Yes,Married,69,No
77,190134,Female,Yes,Married,69,No
47,79233,Male,Yes,Married,11,No
47,79233,Male,Yes,Married,11,No
45,24276,Male,Yes,Single,40,No
45,24276,Male,Yes,Single,40,No
43,219318,Female,No,Married,69,No
43,219318,Female,No,Married,69,No
41,164361,Female,Yes,Single,98,No
41,164361,Female,Yes,Single,98,No
25,166332,Female,Yes,Married,91,No
25,166332,Female,Yes,Married,91,No
22,111375,Female,Yes,Single,0,No
22,111375,Female,Yes,Single,0,No
20,56417,Female,Yes,Married,29,No
20,56417,Female,Yes,Married,29,No
70,3431,Female,Yes,Married,51,No
70,3431,Female,Yes,Married,51,No
70,3431,Female,Yes,Married,51,No
68,198473,Male,No,Single,80,No
68,198473,Male,No,Single,80,No
66,143516,Male,Yes,Married,109,No
66,143516,Male,Yes,Married,109,No
66,143516,Male,Yes,Married,109,No
64,88558,Female,Yes,Single,18,No
64,88558,Female,Yes,Single,18,No
62,33601,Female,Yes,Married,47,No
62,33601,Female,Yes,Married,47,No
46,35572,Female,No,Single,40,No
46,35572,Female,No,Single,40,No
46,35572,Female,No,Single,40,No
44,230614,Female,Yes,Married,69,No
44,230614,Female,Yes,Married,69,No
41,175657,Male,No,Single,98,No
41,175657,Male,No,Single,98,No
23,122671,Male,Yes,Single,0,No
23,122671,Male,Yes,Single,0,No
19,12756,Male,No,Single,58,No
19,12756,Male,No,Single,58,No
17,207798,Female,Yes,Married,88,No
17,207798,Female,Yes,Married,88,No
69,209769,Female,Yes,Single,80,Yes
69,209769,Female,Yes,Single,80,Yes
69,209769,Female,Yes,Single,80,Yes
67,154812,Female,Yes,Married,109,No
67,154812,Female,Yes,Married,109,No
65,99854,Female,Yes,Single,18,No
65,99854,Female,Yes,Single,18,No
63,44897,Male,Yes,Single,48,No
63,44897,Male,Yes,Single,48,No
32,183997,Female,No,Married,110,No
32,183997,Female,No,Married,110,No
44,241911,Male,No,Married,69,No
44,241911,Male,No,Married,69,No
42,186953,Male,Yes,Married,98,No
42,186953,Male,Yes,Married,98,No
40,131996,Female,Yes,Single,8,No
40,131996,Female,Yes,Single,8,No
76,216138,Male,Yes,Married,99,No
76,216138,Male,Yes,Married,99,No
20,24052,Female,Yes,Married,58,No
20,24052,Female,Yes,Married,58,No
18,219094,Male,No,Single,88,Yes
18,219094,Male,No,Single,88,Yes
55,108194,Female,Yes,Single,30,No
55,108194,Female,Yes,Single,30,No
55,108194,Female,Yes,Single,30,No
53,53237,Female,Yes,Married,59,Yes
53,53237,Female,Yes,Married,59,Yes
51,248279,Female,Yes,Single,88,No
51,248279,Female,Yes,Single,88,No
51,248279,Female,Yes,Single,88,No
63,56193,Male,Yes,Single,48,No
63,56193,Male,Yes,Single,48,No
63,56193,Male,Yes,Single,48,No
33,195293,Female,Yes,Single,110,No
33,195293,Female,Yes,Single,110,No
33,195293,Female,Yes,Single,110,No
31,140335,Male,No,Married,19,No
31,140335,Male,No,Married,19,No
77,227434,Female,No,Married,99,No
77,227434,Female,No,Married,99,No
74,172477,Female,Yes,Single,8,No
74,172477,Female,Yes,Single,8,No
72,117519,Male,No,Married,37,No
72,117519,Male,No,Married,37,No
70,62562,Male,Yes,Single,67,Yes
70,62562,Male,Yes,Single,67,Yes
70,62562,Male,Yes,Single,67,Yes
54,64533,Male,Yes,Married,59,No
54,64533,Male,Yes,Married,59,No
52,9575,Male,Yes,Single,88,No
52,9575,Male,Yes,Single,88,No
52,9575,Male,Yes,Single,88,No
50,204618,Male,No,Married,117,No
50,204618,Male,No,Married,117,No
48,149660,Female,Yes,Single,27,No
48,149660,Female,Yes,Single,27,No
48,149660,Female,Yes,Single,27,No
32,151631,Male,Yes,Married,19,No
32,151631,Male,Yes,Married,19,No
30,96674,Female,Yes,Single,48,No
30,96674,Female,Yes,Single,48,No
27,41717,Female,Yes,Married,77,No
27,41717,Female,Yes,Married,77,No
25,236759,Male,Yes,Single,107,No
25,236759,Male,Yes,Single,107,No
23,181802,Male,No,Single,16,No
23,181802,Male,No,Single,16,No
75,183773,Male,No,Single,8,No
75,183773,Male,No,Single,8,No
73,128815,Male,Yes,Married,38,Yes
73,128815,Male,Yes,Married,38,Yes
71,73858,Female,Yes,Married,67,No
71,73858,Female,Yes,Married,67,No
69,18900,Female,Yes,Single,96,No
69,18900,Female,Yes,Single,96,No
53,20871,Female,Yes,Single,88,Yes
53,20871,Female,Yes,Single,88,Yes
53,20871,Female,Yes,Single,88,Yes
51,215914,Female,Yes,Single,118,No
51,215914,Female,Yes,Single,118,No
49,160957,Female,No,Married,27,No
49,160957,Female,No,Married,27,No
46,105999,Male,Yes,Single,56,No
46,105999,Male,Yes,Single,56,No
31,107970,Female,Yes,Married,48,No
31,107970,Female,Yes,Married,48,No
31,107970,Female,Yes,Married,48,No
26,248055,Male,Yes,Married,107,No
26,248055,Male,Yes,Married,107,No
26,248055,Male,Yes,Married,107,No
24,193098,Female,Yes,Single,16,No
24,193098,Female,Yes,Single,16,No
62,82197,Male,No,Single,78,No
62,82197,Male,No,Single,78,No
74,140111,Female,Yes,Single,38,No
74,140111,Female,Yes,Single,38,No
72,85154,Female,Yes,Married,67,No
72,85154,Female,Yes,Married,67,No
72,85154,Female,Yes,Married,67,No
70,30196,Male,Yes,Single,96,Yes
70,30196,Male,Yes,Single,96,Yes
39,169296,Female,Yes,Single,38,No
39,169296,Female,Yes,Single,38,No
37,114339,Female,Yes,Married,67,Yes
37,114339,Female,Yes,Married,67,Yes
49,172253,Male,Yes,Married,27,No
49,172253,Male,Yes,Married,27,No
47,117295,Male,Yes,Single,56,No
47,117295,Male,Yes,Single,56,No
47,117295,Male,Yes,Single,56,No
15,201437,Male,Yes,Married,27,No
15,201437,Male,Yes,Married,27,No
13,146480,Male,Yes,Single,57,No
13,146480,Male,Yes,Single,57,No
25,204394,Female,No,Single,16,No
25,204394,Female,No,Single,16,No
23,149436,Male,Yes,Married,45,No
23,149436,Male,Yes,Married,45,No
60,38536,Female,Yes,Married,107,No
60,38536,Female,Yes,Married,107,No
60,38536,Female,Yes,Married,107,No
58,233579,Female,Yes,Single,17,No
58,233579,Female,Yes,Single,17,No
56,178621,Male,Yes,Married,46,No
56,178621,Male,Yes,Married,46,No
68,236535,Female,Yes,Married,5,No
68,236535,Female,Yes,Married,5,No
38,125635,Male,No,Married,67,No
38,125635,Male,No,Married,67,No
34,15720,Female,Yes,Married,6,No
34,15720,Female,Yes,Married,6,No
32,210762,Female,Yes,Married,35,No
32,210762,Female,Yes,Married,35,No
32,210762,Female,Yes,Married,35,No
16,212733,Female,Yes,Married,28,No
16,212733,Female,Yes,Married,28,No
13,157776,Female,Yes,Single,57,No
13,157776,Female,Yes,Single,57,No
13,157776,Female,Yes,Single,57,No
79,102819,Female,No,Single,86,No
79,102819,Female,No,Single,86,No
77,47861,Male,Yes,Married,115,No
77,47861,Male,Yes,Married,115,No
61,49832,Female,Yes,Married,108,No
61,49832,Female,Yes,Married,108,No
59,244875,Male,Yes,Married,17,No
59,244875,Male,Yes,Married,17,No
57,189917,Male,Yes,Single,46,Yes
57,189917,Male,Yes,Single,46,Yes
55,134960,Female,Yes,Married,75,No
55,134960,Female,Yes,Married,75,No
39,136931,Male,Yes,Single,68,No
39,136931,Male,Yes,Single,68,No
37,81973,Female,No,Married,97,Yes
37,81973,Female,No,Married,97,Yes
35,27016,Female,Yes,Single,6,No
35,27016,Female,Yes,Single,6,No
35,27016,Female,Yes,Single,6,No
32,222059,Male,Yes,Married,35,No
32,222059,Male,Yes,Married,35,No
30,167101,Male,Yes,Single,64,No
30,167101,Male,Yes,Single,64,No
14,169072,Male,No,Married,57,No
14,169072,Male,No,Married,57,No
12,114115,Male,Yes,Single,86,No
12,114115,Male,Yes,Single,86,No
12,114115,Male,Yes,Single,86,No
78,59157,Male,No,Married,115,No
78,59157,Male,No,Married,115,No
76,4200,Female,Yes,Single,24,No
76,4200,Female,Yes,Single,24,No
60,6171,Male,Yes,Married,17,No
60,6171,Male,Yes,Married,17,No
58,201213,Female,Yes,Single,46,No
58,201213,Female,Yes,Single,46,No
56,146256,Female,No,Married,75,No
56,146256,Female,No,Married,75,No
54,91299,Male,Yes,Single,104,Yes
54,91299,Male,Yes,Single,104,Yes
35,38312,Male,Yes,Single,6,No
35,38312,Male,Yes,Single,6,No
33,233355,Male,Yes,Married,35,No
29,123440,Female,No,Married,94,No
29,123440,Female,No,Married,94,No
79,70453,Female,Yes,Married,115,No
79,70453,Female,Yes,Married,115,No
77,15496,Female,Yes,Single,25,No
77,15496,Female,Yes,Single,25,No
75,210538,Male,Yes,Single,54,No
75,210538,Male,Yes,Single,54,No
44,99638,Female,Yes,Married,116,No
44,99638,Female,Yes,Married,116,No
44,99638,Female,Yes,Married,116,No
42,44681,Female,No,Single,25,No
42,44681,Female,No,Single,25,No
54,102595,Male,No,Married,105,No
54,102595,Male,No,Married,105,No
52,47637,Female,Yes,Single,14,No
52,47637,Female,Yes,Single,14,No
22,186737,Male,Yes,Married,76,No
22,186737,Male,Yes,Married,76,No
20,131779,Male,Yes,Married,105,No
20,131779,Male,Yes,Married,105,No
18,76822,Female,Yes,Single,14,No
18,76822,Female,Yes,Single,14,No
30,134736,Male,Yes,Single,94,No
30,134736,Male,Yes,Single,94,No
30,134736,Male,Yes,Single,94,No
68,23835,Female,No,Single,36,No
68,23835,Female,No,Single,36,No
65,218878,Female,Yes,Married,65,No
65,218878,Female,Yes,Married,65,No
63,163921,Female,Yes,Single,94,No
63,163921,Female,Yes,Single,94,No
61,108963,Male,Yes,Married,3,No
61,108963,Male,Yes,Married,3,No
45,110934,Male,No,Single,116,No
45,110934,Male,No,Single,116,No
45,110934,Male,No,Single,116,No
43,55977,Male,Yes,Married,25,No
43,55977,Male,Yes,Married,25,No
41,1019,Male,No,Single,54,Yes
39,196062,Female,Yes,Married,83,No
39,196062,Female,Yes,Married,83,No
23,198033,Male,Yes,Single,76,No
23,198033,Male,Yes,Single,76,No
21,143075,Female,Yes,Married,105,Yes
21,143075,Female,Yes,Married,105,Yes
21,143075,Female,Yes,Married,105,Yes
18,88118,Female,No,Single,14,No
18,88118,Female,No,Single,14,No
16,33161,Male,Yes,Married,44,No
16,33161,Male,Yes,Married,44,No
66,230174,Male,Yes,Married,65,No
66,230174,Male,Yes,Married,65,No
64,175217,Male,Yes,Single,94,No
64,175217,Male,Yes,Single,94,No
62,120259,Female,Yes,Married,4,No
62,120259,Female,Yes,Married,4,No
60,65302,Female,No,Single,33,No
60,65302,Female,No,Single,33,No
44,67273,Female,No,Married,25,No
44,67273,Female,No,Married,25,No
42,12315,Female,Yes,Single,54,No
42,12315,Female,Yes,Single,54,No
40,207358,Female,Yes,Married,84,No
40,207358,Female,Yes,Married,84,No
37,152401,Male,Yes,Single,113,Yes
37,152401,Male,Yes,Single,113,Yes
37,152401,Male,Yes,Single,113,Yes
22,154372,Female,Yes,Married,105,No
22,154372,Female,Yes,Married,105,No
19,99414,Male,Yes,Single,15,No
19,99414,Male,Yes,Single,15,No
17,44457,Male,No,Married,44,No
17,44457,Male,No,Married,44,No
53,128599,Male,Yes,Single,15,No
53,128599,Male,Yes,Single,15,No
53,128599,Male,Yes,Single,15,No
65,186513,Female,Yes,Single,95,No
65,186513,Female,Yes,Single,95,No
63,131555,Female,Yes,Single,4,No
63,131555,Female,Yes,Single,4,No
61,76598,Male,Yes,Married,33,No
61,76598,Male,Yes,Married,33,No
30,215698,Female,No,Single,95,No
30,215698,Female,No,Single,95,No
40,218654,Male,Yes,Single,84,Yes
40,218654,Male,Yes,Single,84,Yes
38,163697,Male,Yes,Married,113,No
38,163697,Male,Yes,Married,113,No
38,163697,Male,Yes,Married,113,No
76,52796,Female,Yes,Married,55,Yes
76,52796,Female,Yes,Married,55,Yes
74,247839,Male,Yes,Single,84,No
74,247839,Male,Yes,Single,84,No
72,192881,Male,No,Married,113,No
72,192881,Male,No,Married,113,No
16,795,Female,Yes,Married,73,No
16,795,Female,Yes,Married,73,No
54,139895,Male,Yes,Married,15,No
54,139895,Male,Yes,Married,15,No
51,84938,Female,Yes,Single,44,No
51,84938,Female,Yes,Single,44,No
49,29980,Female,Yes,Married,73,No
49,29980,Female,Yes,Married,73,No
47,225023,Male,Yes,Single,103,No
47,225023,Male,Yes,Single,103,No
31,226994,Female,Yes,Married,95,No
31,226994,Female,Yes,Married,95,No
31,226994,Female,Yes,Married,95,No
29,172036,Male,Yes,Single,4,No
29,172036,Male,Yes,Single,4,No
27,117079,Male,Yes,Married,34,No
27,117079,Male,Yes,Married,34,No
25,62121,Male,Yes,Single,63,Yes
25,62121,Male,Yes,Single,63,Yes
77,64092,Male,Yes,Married,55,No
77,64092,Male,Yes,Married,55,No
75,9135,Male,No,Single,84,No
75,9135,Male,No,Single,84,No
72,204178,Female,Yes,Married,114,Yes
72,204178,Female,Yes,Married,114,Yes
70,149220,Female,Yes,Single,23,No
70,149220,Female,Yes,Single,23,No
68,94263,Male,Yes,Married,52,No
68,94263,Male,Yes,Married,52,No
52,96234,Female,Yes,Single,44,No
52,96234,Female,Yes,Single,44,No
50,41276,Male,Yes,Married,74,No
50,41276,Male,Yes,Married,74,No
48,236319,Male,No,Single,103,No
48,236319,Male,No,Single,103,No
46,181361,Female,Yes,Married,12,No
46,181361,Female,Yes,Married,12,No
30,183332,Male,Yes,Single,4,No
30,183332,Male,Yes,Single,4,No
28,128375,Female,Yes,Married,34,No
28,128375,Female,Yes,Married,34,No
23,18460,Female,Yes,Single,92,No
23,18460,Female,Yes,Single,92,No
76,20431,Female,Yes,Single,85,Yes
76,20431,Female,Yes,Single,85,Yes
76,20431,Female,Yes,Single,85,Yes
71,160516,Male,Yes,Single,23,No
71,160516,Male,Yes,Single,23,No
69,105559,Male,Yes,Single,52,No
69,105559,Male,Yes,Single,52,No
69,105559,Male,Yes,Single,52,No
